time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.imu.header.seq,.imu.header.stamp.secs,.imu.header.stamp.nsecs,.imu.header.frame_id,.imu.orientation.x,.imu.orientation.y,.imu.orientation.z,.imu.orientation.w,.imu.orientation_covariance,.imu.angular_velocity.x,.imu.angular_velocity.y,.imu.angular_velocity.z,.imu.angular_velocity_covariance,.imu.linear_acceleration.x,.imu.linear_acceleration.y,.imu.linear_acceleration.z,.imu.linear_acceleration_covariance,.mag_field.header.seq,.mag_field.header.stamp.secs,.mag_field.header.stamp.nsecs,.mag_field.header.frame_id,.mag_field.magnetic_field.x,.mag_field.magnetic_field.y,.mag_field.magnetic_field.z,.mag_field.magnetic_field_covariance,.raw_imu_string
2023/03/02/14:14:02.105112,5840,1677784442,100477933,imu1_frame,0,0,0,,0.15106810354313593,0.7730806784276764,0.30431470443694797,0.5356465750820559,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.610519,0.139184,0.480198,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.564,6.731,0.488,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.312,0.3416,-0.2615,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.129711,5841,1677784442,125893831,imu1_frame,0,0,0,,0.15976255078595064,0.774901150718459,0.28683019524254433,0.5401227389017225,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.287756,0.462849,0.848984,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.465,7.007,1.497,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3116,0.3604,-0.2658,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.154438,5842,1677784442,150434732,imu1_frame,0,0,0,,0.17431859645142436,0.7758883278151826,0.26298562334634457,0.5463047607375384,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.251778,0.366668,0.88548,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.511,5.534,4.258,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3015,0.3626,-0.2611,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.179217,5843,1677784442,175346851,imu1_frame,0,0,0,,0.17812859076509507,0.776757083804575,0.24900995818271404,0.5503750345330869,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.549499,0.301248,0.444152,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.419,4.081,3.991,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2959,0.3661,-0.2501,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.204745,5844,1677784442,200642108,imu1_frame,0,0,0,,0.1719609841565963,0.7784814542953346,0.24667863162982714,0.55094981436003,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.693805,0.45747,0.212947,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.38,5.801,1.462,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3036,0.3733,-0.2466,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.230217,5845,1677784442,225573301,imu1_frame,0,0,0,,0.1709363580008275,0.7797638871610953,0.24066041417494763,0.5521155738085763,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.448361,0.083557,0.375437,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.914,5.896,1.629,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3001,0.3815,-0.2357,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.255461,5846,1677784442,251405239,imu1_frame,0,0,0,,0.1751452994271558,0.7800939662577366,0.22941304688405045,0.555110062794957,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.215741,0.050366,0.561794,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",8.169,3.89,4.044,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.2977,0.3921,-0.229,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.279452,5847,1677784442,275490045,imu1_frame,0,0,0,,0.16826303139982476,0.7806543804639706,0.2287368846203762,0.5567276965812998,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.581181,0.686318,0.035158,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.651,3.484,3.535,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.301,0.3969,-0.2212,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.306016,5848,1677784442,301749706,imu1_frame,0,0,0,,0.15255724269662618,0.7816911946870115,0.23712166836220175,0.5562899228304614,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.553657,0.677187,0.005966,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.393,4.68,0.714,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3055,0.3958,-0.208,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.330324,5849,1677784442,326396703,imu1_frame,0,0,0,,0.1447145119851546,0.782064261922285,0.24092963201063014,0.5562248759845896,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.234599,0.275403,0.09237,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.581,3.059,2.287,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3055,0.3958,-0.1973,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.355519,5850,1677784442,351423025,imu1_frame,0,0,0,,0.13401932454361312,0.7826037711696315,0.2523339442758302,0.5530802279652983,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.352112,0.541583,0.441225,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.16,4.635,2.546,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3179,0.3925,-0.1913,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.379360,5851,1677784442,375383853,imu1_frame,0,0,0,,0.11970012805020111,0.7826464293841966,0.2677336237212862,0.5490493171346279,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.230018,0.576673,0.486471,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.569,5.223,2.108,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3214,0.3878,-0.182,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.406473,5852,1677784442,402860403,imu1_frame,0,0,0,,0.10449729162487048,0.7819046930108329,0.2860602491140758,0.5439438399021483,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.036739,0.452792,0.609873,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.353,5.49,1.028,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3304,0.3868,-0.1758,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.427432,5853,1677784442,425059556,imu1_frame,0,0,0,,0.09494028934866361,0.7808684263819089,0.3016571634916251,0.5387335128358175,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.136896,0.249331,0.546291,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.58,6.411,2.116,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3373,0.3786,-0.1721,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.455337,5854,1677784442,451338052,imu1_frame,0,0,0,,0.08592048529076446,0.7797778087519422,0.3140068837550084,0.5347559407242588,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001148,0.342307,0.267917,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.604,7.121,1.924,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3442,0.3717,-0.1657,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.479308,5855,1677784442,475339412,imu1_frame,0,0,0,,0.07889851093206651,0.7787972142837928,0.3201448648125048,0.5336264513034271,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.001665,0.189284,0.003804,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.405,6.07,2.101,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3485,0.3812,-0.1688,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.505256,5856,1677784442,501201152,imu1_frame,0,0,0,,0.07241192514617276,0.777854093731482,0.32446128121879036,0.5333145403527461,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.087697,0.402526,0.040255,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.96,5.285,3.189,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3509,0.3741,-0.1581,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.529737,5857,1677784442,525588512,imu1_frame,0,0,0,,0.060641025114621716,0.7765007921528957,0.33264733354708187,0.5317094482355844,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.241891,0.56056,0.019848,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.246,5.363,2.094,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3509,0.3741,-0.1514,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.555292,5858,1677784442,551326513,imu1_frame,0,0,0,,0.04920902410402528,0.7751379329775001,0.3409215612586154,0.5296339734902643,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.149183,0.402233,0.051241,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.884,5.237,1.302,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3576,0.3766,-0.1424,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.580674,5859,1677784442,576527833,imu1_frame,0,0,0,,0.04303253360282422,0.7740747125990141,0.34718330695887256,0.5276554668868472,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.012878,0.240216,0.212715,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",8.15,4.126,3.104,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3577,0.3766,-0.137,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.606047,5860,1677784442,602025032,imu1_frame,0,0,0,,0.033093252587576144,0.7725531932547812,0.35916433960896,0.5225584918248626,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.285578,0.541634,0.478169,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.673,4.935,2.708,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3634,0.3684,-0.1346,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.630584,5861,1677784442,626389265,imu1_frame,0,0,0,,0.021886278662522213,0.7712450393326945,0.3718925098101322,0.5161376185264326,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.358516,0.53725,0.308258,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.814,7.239,2.558,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3702,0.3686,-0.1242,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.655680,5862,1677784442,651356935,imu1_frame,0,0,0,,0.00943854746839276,0.7694464320528905,0.38029592668477946,0.5130673544182364,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.36224,0.595752,0.133738,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",8.039,6.664,1.816,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3725,0.3686,-0.1136,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.680767,5863,1677784442,676410198,imu1_frame,0,0,0,,-0.00048701287719202235,0.7679835982624322,0.38388080554510395,0.5126758066774623,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.286597,0.431162,0.210579,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.578,5.821,2.395,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3724,0.3721,-0.1042,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.706080,5864,1677784442,701696872,imu1_frame,0,0,0,,-0.013044390001320155,0.7658468168778554,0.39203281500338555,0.509527986403172,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.495451,0.677285,0.157635,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.369,5.589,1.681,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3736,0.371,-0.0935,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.730408,5865,1677784442,726341724,imu1_frame,0,0,0,,-0.02430389325766577,0.7638566218956395,0.40036549901533336,0.5056083950617365,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.212866,0.43289,0.086765,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.276,6.354,1.216,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3814,0.3723,-0.086,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.754606,5866,1677784442,750784873,imu1_frame,0,0,0,,-0.03409093320959983,0.7616489575118632,0.40610508682460156,0.5037929458112465,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.353951,0.533061,0.002389,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.832,4.805,1.746,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3758,0.3757,-0.0762,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.776885,5867,1677784442,774869918,imu1_frame,0,0,0,,-0.0439119332351329,0.7603378690765641,0.4145192258231585,0.4981283754120339,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.589944,0.479824,0.294538,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.639,6.669,0.74,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3815,0.3747,-0.0618,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.805366,5868,1677784442,801462888,imu1_frame,0,0,0,,-0.050350422270081324,0.7594875414360114,0.4187331332428533,0.49528383024820266,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.194412,0.259378,0.123558,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.881,6.407,0.975,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3837,0.3759,-0.0512,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.830493,5869,1677784442,826464653,imu1_frame,0,0,0,,-0.0553042221804578,0.7584009763571816,0.4196079150021145,0.4956799367909362,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.186276,0.236168,0.195068,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.245,4.485,1.99,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3837,0.3771,-0.0445,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.855971,5870,1677784442,851781129,imu1_frame,0,0,0,,-0.06266299352820215,0.7567400655636309,0.4227432550653231,0.49467763514192886,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.315505,0.46168,0.071679,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.128,3.629,2.536,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3814,0.3818,-0.0363,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.880618,5871,1677784442,876395702,imu1_frame,0,0,0,,-0.07430671985947851,0.7540822689194845,0.4324448922848495,0.4887022183515361,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.56662,0.630139,0.291434,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.015,5.057,1.153,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3849,0.3759,-0.0297,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.905579,5872,1677784442,901686668,imu1_frame,0,0,0,,-0.0833627853962805,0.7517897710672813,0.44035752834749675,0.4836817480092278,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.17223,0.292244,0.043816,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.604,5.856,0.019,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3861,0.3759,-0.019,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.930871,5873,1677784442,926884651,imu1_frame,0,0,0,,-0.08690086199032765,0.7504290823570656,0.44354208744095847,0.4822601468155834,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.055425,0.12666,0.043919,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.476,5.273,1.496,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3862,0.3712,-0.019,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.955578,5874,1677784442,951585054,imu1_frame,0,0,0,,-0.09267461556121173,0.748188010223981,0.448522407055723,0.48005600439594776,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.057668,0.265823,0.04079,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.172,5.28,1.092,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.385,0.3747,-0.0136,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:02.980604,5875,1677784442,976578474,imu1_frame,0,0,0,,-0.09838474239857711,0.7464438493021023,0.4511675812686472,0.47915533589267784,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.260036,0.298068,0.135094,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.502,4.628,1.684,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3872,0.3771,-0.007,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:03.005317,5876,1677784443,1114368,imu1_frame,0,0,0,,-0.10586624227416705,0.7447760617383121,0.4552350824322434,0.4763003005785593,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.432935,0.419141,0.011961,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.115,5.071,0.846,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3895,0.3783,0.0036,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:03.029687,5877,1677784443,25907754,imu1_frame,0,0,0,,-0.1114929936442913,0.7433010913643692,0.4585249024836707,0.47416000859110047,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.165508,0.205527,0.029046,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.167,4.457,0.775,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3861,0.3783,0.0079,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:03.054775,5878,1677784443,51015138,imu1_frame,0,0,0,,-0.11537019072519317,0.7420666448782783,0.46134544184443654,0.4724269223281943,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.117759,0.187801,0.048718,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",6.689,3.895,0.957,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3861,0.3807,0.0092,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
2023/03/02/14:14:03.079841,5879,1677784443,75850248,imu1_frame,0,0,0,,-0.11900214420305161,0.7411047122062085,0.4657911307774819,0.4686586366534431,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0.345408,0.261244,0.281449,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",7.068,4.607,1.064,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",0,0,0,,0.3885,0.3748,0.0185,"(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)",
